,OrderID,CustomerName,Product,Quantity,UnitPrice,OrderDate,ShippingCost,CustomerID,CustomerEmail,Country,Membership,SignUpDate,LastOrderDate,TotalSpent,Customer Communication Log
40,18,Richard Lopez,Toy,3,821.7960328,18-01-2023,43.36491406,339,shopper4986@shopworld.com,USA,Standard,05-12-2022,05-12-2023,9515.400405,2022-02-13: Feedback regarding order status
41,294,James Thomas,Bike,1,425.129045,21-10-2023,77.68761372,339,shopper4986@shopworld.com,USA,Standard,05-12-2022,05-12-2023,9515.400405,2022-02-13: Feedback regarding order status
42,650,Sarah Martin,Shirt,4,368.3003015,11-10-2024,7.237237121,339,shopper4986@shopworld.com,USA,Standard,05-12-2022,05-12-2023,9515.400405,2022-02-13: Feedback regarding order status
24,12,Michael Jones,Toy,4,820.1266553,12-01-2023,48.21598047,487,buyer4485@eshop.com,Germany,VIP,02-05-2023,01-05-2024,9499.495904,2022-10-01: Request regarding order status; 2022-01-09: Feedback about membership benefits
25,104,Sarah Johnson,Shirt,1,815.0110629,14-04-2023,14.94079251,487,buyer4485@eshop.com,Germany,VIP,02-05-2023,01-05-2024,9499.495904,2022-10-01: Request regarding order status; 2022-01-09: Feedback about membership benefits
26,383,Elizabeth Wilson,Shirt,2,550.1868545,18-01-2024,32.8008706,487,buyer4485@eshop.com,Germany,VIP,02-05-2023,01-05-2024,9499.495904,2022-10-01: Request regarding order status; 2022-01-09: Feedback about membership benefits
648,645,Michael Hernandez,Bike,2,808.2296355,06-10-2024,84.10437372,451,buyer5417@buyeasy.com,UK,Standard,27-03-2023,26-03-2024,9484.144685,2022-12-20: Request regarding order status; 2022-04-12: Request for more information on a product
647,529,Patricia Jackson,Shirt,1,499.9251034,12-06-2024,22.75803046,451,buyer5417@buyeasy.com,UK,Standard,27-03-2023,26-03-2024,9484.144685,2022-12-20: Request regarding order status; 2022-04-12: Request for more information on a product
646,399,Patricia Hernandez,Book,3,196.7445975,03-02-2024,70.56036403,451,buyer5417@buyeasy.com,UK,Standard,27-03-2023,26-03-2024,9484.144685,2022-12-20: Request regarding order status; 2022-04-12: Request for more information on a product
700,747,Patricia Johnson,Bike,2,874.6217353,16-01-2025,85.09039561,507,marketfan494@bestdeals.com,Canada,Standard,22-05-2023,21-05-2024,9455.710718,2022-04-20: Inquiry regarding order status; 2022-10-11: Request for more information on a product; 2022-11-12: Request about payment issues
699,471,John Taylor,Laptop,3,363.6188928,15-04-2024,32.68954289,507,marketfan494@bestdeals.com,Canada,Standard,22-05-2023,21-05-2024,9455.710718,2022-04-20: Inquiry regarding order status; 2022-10-11: Request for more information on a product; 2022-11-12: Request about payment issues
895,762,William Moore,Toy,3,40.60975337,31-01-2025,21.91706616,203,shopper3569@buyeasy.com,USA,VIP,22-07-2022,22-07-2023,9440.107982,2022-12-14: Request about membership benefits
615,560,Michael Martin,Shirt,1,855.9922046,13-07-2024,26.84792654,360,invalid_email,Canada,Standard,26-12-2022,26-12-2023,9404.508509,2022-12-26: Complaint about product availability; 2022-08-14: Feedback about delayed delivery
614,371,David Gonzalez,Shirt,4,689.6936533,06-01-2024,65.95747162,360,invalid_email,Canada,Standard,26-12-2022,26-12-2023,9404.508509,2022-12-26: Complaint about product availability; 2022-08-14: Feedback about delayed delivery
616,710,Joseph Smith,Book,4,499.9251034,10-12-2024,32.07978426,360,invalid_email,Canada,Standard,26-12-2022,26-12-2023,9404.508509,2022-12-26: Complaint about product availability; 2022-08-14: Feedback about delayed delivery
559,722,Jennifer Rodriguez,Laptop,1,747.5145168,22-12-2024,10.49159352,285,dealhunter7707@shopworld.com,USA,Premium,12-10-2022,12-10-2023,9390.870194,2022-04-24: Complaint about membership benefits; 2022-12-02: Inquiry about payment issues
557,327,Patricia Williams,Toy,4,710.6329704,23-11-2023,59.2280551,285,dealhunter7707@shopworld.com,USA,Premium,12-10-2022,12-10-2023,9390.870194,2022-04-24: Complaint about membership benefits; 2022-12-02: Inquiry about payment issues
558,434,Susan Hernandez,Toy,1,571.5687473,09-03-2024,62.34556322,285,dealhunter7707@shopworld.com,USA,Premium,12-10-2022,12-10-2023,9390.870194,2022-04-24: Complaint about membership benefits; 2022-12-02: Inquiry about payment issues
613,370,Jessica Jones,Toy,1,586.3396294,05-01-2024,53.99138111,25,marketfan3210@bestdeals.com,Germany,Standard,25-01-2022,25-01-2023,9389.72202,2022-04-28: Feedback regarding order status; 2022-08-20: Complaint for more information on a product; 2022-03-30: Inquiry about delayed delivery
828,633,Jessica Wilson,Laptop,3,131.0896771,24-09-2024,60.72682618,271,invalid_email,Australia,Premium,28-09-2022,28-09-2023,9384.150456,2022-11-21: Request regarding order status; 2022-04-19: Feedback about payment issues; 2022-05-14: Request about membership benefits
973,925,James Williams,Book,2,493.0311111,13-07-2025,27.99430779,252,dealhunter9197@bestdeals.com,Australia,Premium,09-09-2022,09-09-2023,9373.111616,2022-06-20: Complaint about membership benefits
841,654,John Martinez,Laptop,2,963.8490919,15-10-2024,58.40976381,63,marketfan2535@shopworld.com,Canada,Premium,04-03-2022,04-03-2023,9353.608906,2022-03-23: Request regarding order status
842,807,Karen Miller,Book,4,789.7082565,17-03-2025,68.55382699,63,marketfan2535@shopworld.com,Canada,Premium,04-03-2022,04-03-2023,9353.608906,2022-03-23: Request regarding order status
110,609,David Moore,Bike,3,806.3642663,31-08-2024,67.24196088,798,marketfan6832@buyeasy.com,Australia,Premium,08-03-2024,08-03-2025,9304.817302,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
108,440,Patricia Jones,Book,1,740.763363,15-03-2024,7.929950165,798,marketfan6832@buyeasy.com,Australia,Premium,08-03-2024,08-03-2025,9304.817302,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
109,605,Charles Wilson,Laptop,1,579.4123155,27-08-2024,10.48863863,798,marketfan6832@buyeasy.com,Australia,Premium,08-03-2024,08-03-2025,9304.817302,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
107,47,Patricia Hernandez,Laptop,3,399.8730859,16-02-2023,45.03634277,798,marketfan6832@buyeasy.com,Australia,Premium,08-03-2024,08-03-2025,9304.817302,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
111,718,Mary Brown,Book,1,151.096945,18-12-2024,62.96828681,798,marketfan6832@buyeasy.com,Australia,Premium,08-03-2024,08-03-2025,9304.817302,2022-10-29: Request for more information on a product; 2022-01-01: Feedback about payment issues
280,145,Robert Gonzalez,Book,4,499.9251034,25-05-2023,68.6049174,378,buyer8122@shopworld.com,UK,Standard,13-01-2023,13-01-2024,9302.152671,2022-04-01: Inquiry for more information on a product; 2022-02-01: Feedback about delayed delivery
664,913,Robert Davis,Bike,1,861.7738727,01-07-2025,34.93007891,127,dealhunter8954@buyeasy.com,UK,Standard,07-05-2022,07-05-2023,9283.546609,2022-06-16: Request about membership benefits; 2022-08-24: Feedback about membership benefits; 2022-08-28: Feedback for more information on a product
663,415,Joseph Brown,Bike,1,82.39630797,19-02-2024,39.62130502,127,dealhunter8954@buyeasy.com,UK,Standard,07-05-2022,07-05-2023,9283.546609,2022-06-16: Request about membership benefits; 2022-08-24: Feedback about membership benefits; 2022-08-28: Feedback for more information on a product
335,171,Jessica Jackson,Laptop,3,648.0509138,20-06-2023,53.73522023,180,shopper1593@eshop.com,Australia,Standard,29-06-2022,29-06-2023,9272.793127,2022-11-07: Inquiry about payment issues
337,927,Karen Johnson,Shirt,4,506.4924831,15-07-2025,59.74470745,180,shopper1593@eshop.com,Australia,Standard,29-06-2022,29-06-2023,9272.793127,2022-11-07: Inquiry about payment issues
336,790,Barbara Jones,Book,1,243.7267009,28-02-2025,34.95273216,180,shopper1593@eshop.com,Australia,Standard,29-06-2022,29-06-2023,9272.793127,2022-11-07: Inquiry about payment issues
158,75,Thomas Anderson,Laptop,1,466.8013957,16-03-2023,90.31038001,35,shopper3622@eshop.com,Canada,Premium,04-02-2022,04-02-2023,9240.230178,2022-07-21: Complaint about payment issues; 2022-09-16: Feedback regarding order status; 2022-03-12: Feedback about payment issues
159,832,Linda Gonzalez,Shirt,4,11.88577235,11-04-2025,7.573390261,35,shopper3622@eshop.com,Canada,Premium,04-02-2022,04-02-2023,9240.230178,2022-07-21: Complaint about payment issues; 2022-09-16: Feedback regarding order status; 2022-03-12: Feedback about payment issues
495,277,Joseph Jackson,Book,4,816.976387,04-10-2023,77.18790604,606,buyer9136@eshop.com,Germany,VIP,29-08-2023,28-08-2024,9236.120836,2022-11-17: Complaint for more information on a product; 2022-05-04: Feedback about delayed delivery; 2022-04-16: Feedback about payment issues
393,210,Robert Taylor,Shirt,3,948.9271556,29-07-2023,93.35217061,460,buyer1410@buyeasy.com,Canada,Premium,05-04-2023,04-04-2024,9186.698389,2022-07-30: Inquiry regarding order status; 2022-04-25: Feedback for more information on a product
394,226,John Rodriguez,Toy,3,339.9409413,14-08-2023,22.51548557,460,buyer1410@buyeasy.com,Canada,Premium,05-04-2023,04-04-2024,9186.698389,2022-07-30: Inquiry regarding order status; 2022-04-25: Feedback for more information on a product
766,697,Mary Johnson,Bike,1,974.7952905,27-11-2024,51.52283319,778,shopper8033@eshop.com,Canada,Standard,17-02-2024,16-02-2025,9181.169174,2022-09-28: Feedback about delayed delivery; 2022-05-04: Inquiry for more information on a product; 2022-09-01: Request for more information on a product
765,546,John Wilson,Book,3,711.0193514,29-06-2024,13.59762573,778,shopper8033@eshop.com,Canada,Standard,17-02-2024,16-02-2025,9181.169174,2022-09-28: Feedback about delayed delivery; 2022-05-04: Inquiry for more information on a product; 2022-09-01: Request for more information on a product
79,34,Jessica Martinez,Toy,1,174.5350991,03-02-2023,7.279565007,270,marketfan5945@bestdeals.com,USA,Premium,27-09-2022,27-09-2023,9165.600704,2022-10-01: Feedback about membership benefits; 2022-09-10: Feedback for more information on a product; 2022-07-03: Feedback about membership benefits
450,249,Karen Taylor,Laptop,3,383.7334831,06-09-2023,78.00509117,201,buyer4853@buyeasy.com,UK,VIP,20-07-2022,20-07-2023,9141.126044,2022-08-19: Request regarding order status; 2022-09-08: Complaint regarding order status; 2022-06-11: Complaint about product availability
628,379,Joseph Wilson,Laptop,2,386.5073436,14-01-2024,69.7326569,11,dealhunter4039@shopworld.com,USA,Premium,11-01-2022,11-01-2023,9110.138631,2022-07-19: Feedback about product availability; 2022-09-28: Complaint about membership benefits
760,955,Jessica Martinez,Bike,4,137.8490813,12-08-2025,96.7843242,518,dealhunter8776@shopworld.com,Canada,Premium,02-06-2023,01-06-2024,9097.380685,2022-10-06: Inquiry about product availability; 2022-08-12: Feedback regarding order status
759,541,Elizabeth Taylor,Book,1,100.620839,24-06-2024,86.24477613,518,dealhunter8776@shopworld.com,Canada,Premium,02-06-2023,01-06-2024,9097.380685,2022-10-06: Inquiry about product availability; 2022-08-12: Feedback regarding order status
890,756,Richard Brown,Shirt,4,872.9679864,25-01-2025,94.97357355,300,marketfan5430@shopworld.com,Germany,VIP,27-10-2022,27-10-2023,9083.141833,2022-08-19: Complaint regarding order status; 2022-02-17: Complaint about membership benefits
891,915,Sarah Williams,Shirt,1,746.4479478,03-07-2025,64.44781775,300,marketfan5430@shopworld.com,Germany,VIP,27-10-2022,27-10-2023,9083.141833,2022-08-19: Complaint regarding order status; 2022-02-17: Complaint about membership benefits
692,464,John Martin,Book,2,169.1244736,08-04-2024,86.04616018,352,marketfan5273@buyeasy.com,Australia,VIP,18-12-2022,18-12-2023,9049.68444,2022-03-05: Complaint about delayed delivery; 2022-12-03: Feedback regarding order status
581,342,William Jones,Book,2,85.31291562,08-12-2023,94.49954195,601,buyer5644@buyeasy.com,Australia,Premium,24-08-2023,23-08-2024,9031.32606,2022-03-09: Feedback about membership benefits; 2022-04-14: Feedback regarding order status
858,688,Robert Smith,Laptop,2,344.9874897,18-11-2024,18.04294496,80,buyer7694@bestdeals.com,Germany,VIP,21-03-2022,21-03-2023,9029.476067,2022-04-03: Complaint about payment issues; 2022-04-19: Request regarding order status; 2022-09-05: Inquiry about delayed delivery
660,408,Robert Miller,Laptop,1,142.5742532,12-02-2024,7.824865548,234,marketfan6100@buyeasy.com,Germany,Standard,22-08-2022,22-08-2023,9020.481303,2022-04-01: Feedback about product availability
954,877,Barbara Thomas,Toy,1,929.3098093,26-05-2025,8.138207547,197,buyer4296@eshop.com,Germany,VIP,16-07-2022,16-07-2023,9015.802038,2022-11-23: Feedback about membership benefits; 2022-12-25: Feedback about payment issues; 2022-11-22: Inquiry for more information on a product
236,122,Richard Garcia,Shirt,3,939.5601562,02-05-2023,29.60264521,476,dealhunter4548@eshop.com,USA,VIP,21-04-2023,20-04-2024,9013.724554,2022-12-08: Request about membership benefits
239,876,Sarah Martinez,Laptop,2,757.0012663,25-05-2025,41.20974421,476,dealhunter4548@eshop.com,USA,VIP,21-04-2023,20-04-2024,9013.724554,2022-12-08: Request about membership benefits
238,691,Joseph Martin,Laptop,1,317.7839963,21-11-2024,63.73349493,476,dealhunter4548@eshop.com,USA,VIP,21-04-2023,20-04-2024,9013.724554,2022-12-08: Request about membership benefits
237,512,John Miller,Toy,4,256.0914295,26-05-2024,48.84163937,476,dealhunter4548@eshop.com,USA,VIP,21-04-2023,20-04-2024,9013.724554,2022-12-08: Request about membership benefits
51,737,Sarah Thomas,Bike,2,914.4183913,06-01-2025,52.58307494,621,marketfan4768@eshop.com,Canada,VIP,13-09-2023,12-09-2024,9006.051521,2022-12-09: Feedback about product availability; 2022-11-16: Request about product availability; 2022-06-06: Complaint about payment issues
50,23,William Johnson,Laptop,3,121.6718323,23-01-2023,12.24691185,621,marketfan4768@eshop.com,Canada,VIP,13-09-2023,12-09-2024,9006.051521,2022-12-09: Feedback about product availability; 2022-11-16: Request about product availability; 2022-06-06: Complaint about payment issues
906,778,Charles Miller,Laptop,3,958.6652121,16-02-2025,7.499801412,13,buyer3149@shopworld.com,UK,Premium,13-01-2022,13-01-2023,8988.364065,2022-02-12: Request about payment issues; 2022-06-22: Inquiry about membership benefits
907,872,Jennifer Williams,Book,1,334.8945575,21-05-2025,15.61064151,13,buyer3149@shopworld.com,UK,Premium,13-01-2022,13-01-2023,8988.364065,2022-02-12: Request about payment issues; 2022-06-22: Inquiry about membership benefits
798,649,Jessica Martin,Laptop,3,918.1255514,10-10-2024,38.8189906,593,shopper1299@bestdeals.com,UK,Standard,16-08-2023,15-08-2024,8985.753381,2022-05-31: Feedback about delayed delivery
797,594,Charles Jackson,Book,4,357.1253602,16-08-2024,88.74647734,593,shopper1299@bestdeals.com,UK,Standard,16-08-2023,15-08-2024,8985.753381,2022-05-31: Feedback about delayed delivery
298,432,Mary Thomas,Shirt,3,844.9272417,07-03-2024,59.39343015,656,shopper9168@eshop.com,Germany,VIP,18-10-2023,17-10-2024,8978.521253,2022-04-24: Inquiry regarding order status
299,771,Charles Martinez,Shirt,4,488.4803265,09-02-2025,20.15789036,656,shopper9168@eshop.com,Germany,VIP,18-10-2023,17-10-2024,8978.521253,2022-04-24: Inquiry regarding order status
297,155,Barbara Smith,Toy,1,429.8528347,04-06-2023,48.62218236,656,shopper9168@eshop.com,Germany,VIP,18-10-2023,17-10-2024,8978.521253,2022-04-24: Inquiry regarding order status
972,922,Richard Anderson,Laptop,2,553.4254574,10-07-2025,37.96997195,432,dealhunter1637@shopworld.com,Canada,Premium,08-03-2023,07-03-2024,8964.232153,2022-05-07: Complaint for more information on a product; 2022-03-27: Complaint for more information on a product; 2022-08-04: Feedback about payment issues
